ID,Name,Route,Cl(liter/hour),t1/2(hour),PPB(percentage),F(percentage),Cmax,Tmax(hour),Molecular_Weight,LogP,MolMR,HeavyAtomCount,HeavyAtomMolWt,NHOHCount,NOCount,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumValenceElectrons,TPSA,FractionCSP3,LabuteASA,NumAmideBonds,vd
278,SPIRONOLACTONE,ORAL,0,0,90,0,193.2,2.6,416.583,4.8523,112.21,29,384.327,0,4,5,0,5,1,158,60.44,0.791666667,177.1353824,0,0
279,BENDROFLUMETHIAZIDE,ORAL,0,0,90,0,0,0,421.422,1.6254,90.6954,27,407.31,4,7,5,4,12,3,146,118.36,0.2,153.0352656,0,0
281,PHENDIMETRAZINE,ORAL,0,3.7,0,0,0,0,191.274,2.0782,57.227,14,174.138,0,2,2,0,2,1,76,12.47,0.5,85.48860355,0,0
282,CHLORDIAZEPOXIDE,ORAL INJECTION,1.4,8.3,96,0,0,0,299.761,1.8492,83.0365,21,285.649,1,4,3,1,5,1,106,48.19,0.125,126.8548487,0,16.2
283,TRICHLORMETHIAZIDE,ORAL,0,0,0,0,0,0,380.662,0.821,76.0514,20,372.598,4,7,5,4,12,2,112,118.36,0.25,130.0264217,0,0
284,CHLORTHALIDONE,ORAL,5.8,36,76,64,0,0,338.772,0.9242,79.7322,22,327.684,4,6,4,4,8,2,114,109.49,0.071428571,131.1221013,1,253
286,DEXTROTHYROXINE,ORAL,0,0,0,0,0,0,775.864,3.2226,122.1772,24,765.784,3,5,5,3,9,5,128,95.61,0.133333333,192.8341017,0,0
288,TRANYLCYPROMINE,ORAL,63.4,1.58,0,0,368.4,1,133.194,1.5012,41.7754,10,122.106,2,1,1,2,1,1,52,26.02,0.333333333,60.86028901,0,144.5
289,ETHOSUXIMIDE,ORAL,0,60,0,0,496,5,141.17,0.4492,36.1647,10,130.082,1,3,2,1,3,1,56,46.17,0.714285714,59.79597894,2,45.5
291,COLCHICINE,ORAL,54.1,28.9,39,45,6.25,1.5,399.443,2.8716,109.2347,29,374.243,1,7,6,1,7,5,154,83.09,0.363636364,169.1047201,1,341.5
292,PSEUDOEPHEDRINE,ORAL,27.4,5,0,0,1.24,6,165.236,1.3279,49.9235,12,150.116,2,2,2,2,2,3,66,32.26,0.4,73.23526751,0,198.2
294,BENZPHETAMINE,ORAL,0,0,0,0,0,0,239.362,3.7496,77.517,18,218.194,0,1,1,0,1,5,94,3.24,0.294117647,110.0730416,0,0
295,THIOGUANINE,ORAL,0,5.9,0,30,118,8,167.197,0.59769,43.4858,11,162.157,4,5,4,4,6,0,56,83.38,0,66.67984296,0,0
297,DIPHENOXYLATE,ORAL,0,0,0,90,0,0,452.598,5.48328,134.321,34,420.342,0,4,4,0,4,8,174,53.33,0.333333333,202.3465464,0,0
299,CHLORPROTHIXENE,ORAL INJECTION,52,25.8,0,17,1.36,4,315.869,5.188,92.267,21,297.725,0,1,2,0,3,3,108,3.24,0.222222222,135.1689257,0,1035
300,METHYCLOTHIAZIDE,ORAL,0,0,0,0,0,0,360.244,0.5983,75.9047,20,349.156,3,7,5,3,11,2,112,109.57,0.333333333,126.2980691,0,0
301,OXYPHENBUTAZONE,ORAL,0,0,0,0,0,0,324.38,3.4934,92.5358,24,304.22,1,5,3,1,5,5,124,60.85,0.263157895,140.6443423,2,
303,CYPROHEPTADINE,ORAL,0,12.5,0,0,0,7.5,287.406,4.6979,94.565,22,266.238,0,1,1,0,1,0,110,3.24,0.238095238,132.1419417,0,0
308,TRIOXSALEN,ORAL,0,0,0,0,0,0,228.247,3.46446,66.467,17,216.151,0,3,3,0,3,0,86,43.35,0.214285714,97.65022671,0,0
309,AMITRIPTYLINE,ORAL INJECTION,23.7,17,93,0,0,0,277.411,4.1686,90.542,21,254.227,0,1,1,0,1,3,108,3.24,0.3,127.4724337,0,565.5
310,SULFAMETHOXAZOLE,ORAL INJECTION,1.4,10,70,0,268.7,2.5,253.283,1.36602,62.9029,17,242.195,3,6,5,3,7,3,90,98.22,0.1,98.46930176,0,19.5
315,DIPYRIDAMOLE,ORAL INJECTION,4.6,13.6,99,0,3.92,2,504.636,-0.0176,140.0252,36,464.316,4,12,12,4,12,12,200,145.44,0.75,211.765225,0,92
316,POLYTHIAZIDE,ORAL,0,0,0,0,0,0,439.89,1.655,88.5647,25,426.786,3,7,6,3,14,4,142,109.57,0.454545455,151.3444033,0,0
317,URACIL MUSTARD,ORAL,0,0,0,0,0,0,252.101,0.3472,61.3364,15,241.013,2,5,3,2,7,5,84,68.96,0.5,96.01987786,0,0
318,METYRAPONE,ORAL,0,1.9,0,0,32.3,1,226.279,2.6371,65.8305,17,212.167,0,3,3,0,3,3,86,42.85,0.214285714,100.5490838,0,0
319,ETHIONAMIDE,ORAL,33.7,1.92,30,0,13,1.02,166.249,1.2782,49.5024,11,156.169,2,2,2,2,3,2,58,38.91,0.25,71.44454839,0,93.5
321,CYCLOTHIAZIDE,ORAL,0,0,0,0,0,0,389.886,1.2295,89.4014,24,373.758,4,7,5,4,10,2,130,118.36,0.428571429,144.9082766,0,0
322,TRIAMTERENE,ORAL,245.7,4.3,58,0,183.3,1.1,253.269,0.8334,73.8012,19,242.181,6,7,7,6,7,1,94,129.62,0,108.0684259,0,845
323,METAXALONE,ORAL,66,9,0,0,8.2,0,221.256,1.79064,59.6827,16,206.136,1,4,3,1,4,3,86,47.56,0.416666667,94.5536994,1,800
325,QUINETHAZONE,ORAL,0,0,0,0,0,0,289.744,0.8788,67.9931,18,277.648,4,6,4,4,8,2,98,101.29,0.3,109.5505197,1,0
326,PHENAZOPYRIDINE,ORAL,0,0,0,0,0,0,213.244,2.6614,63.6798,16,202.156,4,5,5,4,5,2,80,89.65,0,92.83470455,0,0
327,ACETOHEXAMIDE,ORAL,0,0,0,0,0,0,324.402,2.2098,82.1727,22,304.242,2,6,4,2,7,4,120,92.34,0.466666667,129.8935955,2,0
328,METHYLDOPA,ORAL,13.6,1.8,15,0,0,0,210.209,-0.8924,51.075,15,198.113,4,5,5,4,5,3,82,106.61,0.3,86.77528563,0,44.8
330,ANISOTROPINE,ORAL,0,0,0,0,0,0,267.413,3.3712,76.993,19,238.181,0,3,3,0,3,6,110,29.54,0.9375,117.2366214,0,0
331,PARGYLINE,ORAL,0,0,0,0,0,0,159.232,1.7516,51.609,12,146.128,0,1,1,0,1,3,62,3.24,0.272727273,74.01517275,0,0
333,DESIPRAMINE,ORAL,42.9,22,84,0,0,0,266.388,3.5328,85.8417,20,244.212,1,2,2,1,2,4,104,15.27,0.333333333,120.9820147,0,975
334,OXANDROLONE,ORAL,0,13.3,0,0,0,0,306.446,3.5431,84.0758,22,276.206,1,3,3,1,3,0,124,46.53,0.947368421,133.3541856,0,0
336,ETHYLESTRENOL,ORAL,0,0,0,0,0,0,288.475,5.0903,86.9438,21,256.219,1,1,1,1,1,1,118,20.23,0.9,129.7544573,0,0
339,NALIDIXIC ACID,ORAL,0,6,90,0,129.3,1.5,231.231,0.08832,60.7445,17,220.143,0,5,5,0,5,2,88,75.02,0.25,97.33938151,0,0
341,NORTRIPTYLINE,ORAL,39,30,88,0,241,4,263.384,3.8264,85.9147,20,242.216,1,1,1,1,1,3,102,12.03,0.263157895,120.8975201,0,1430
343,CHLORPHENTERMINE,ORAL,0,0,0,0,0,0,183.682,2.6198,53.4224,12,169.57,2,1,1,2,2,2,66,26.02,0.4,78.5343285,0,0
346,MEFENAMIC ACID,ORAL,21.2,3,90,0,62.2,2,240.282,2.41054,69.9712,18,226.17,1,3,3,1,3,3,92,52.16,0.133333333,106.0889417,0,68.9
347,AMINOCAPROIC ACID,ORAL INJECTION,10.1,2,8,100,1.25,1.2,130.167,-0.7446,32.5294,9,118.071,2,3,3,2,3,5,54,66.15,0.833333333,54.85960815,0,23.1
348,TOLAZAMIDE,ORAL,0,7,0,0,0,3.5,311.407,1.77392,80.0732,21,290.239,2,6,4,2,7,3,116,78.51,0.5,125.0971009,2,0
349,OXAZEPAM,ORAL,4.3,8.2,96,0,1.57,0,286.718,2.4479,78.1695,20,275.63,2,4,3,2,5,1,100,61.69,0.066666667,120.2816993,1,38
350,HALOPERIDOL,ORAL INJECTION,30.4,35,92,60,15.3,4,375.871,4.4256,100.9873,26,352.687,1,3,3,1,5,6,138,40.54,0.380952381,157.9515364,0,1105
351,SULFAMETER,ORAL,0,0,0,0,0,0,280.309,0.8682,70.2469,19,268.213,3,7,6,3,8,4,100,107.2,0.090909091,110.0568094,0,0
352,PROTRIPTYLINE,ORAL,0,0,0,0,0,10,263.384,4.3019,86.8157,20,242.216,1,1,1,1,1,4,102,12.03,0.263157895,120.8975201,0,0
353,AMANTADINE,ORAL,18.2,17,67,0,1.45,3.3,151.253,1.9139,45.0904,11,134.117,2,1,1,2,1,0,62,26.02,1,68.34612729,0,357
354,ETHYNODIOL DIACETATE,ORAL,0,0,0,0,0,0,384.516,4.4259,105.97,28,352.26,0,4,4,0,4,2,152,52.6,0.75,167.9693521,0,0
355,DIPHENIDOL,ORAL,0,0,0,0,0,0,309.453,4.1886,95.4078,23,282.237,1,2,2,1,2,6,122,23.47,0.428571429,139.3212126,0,0
359,ALLOPURINOL,ORAL INJECTION,42.9,1.5,3,90,22,1.5,136.114,-0.4022,33.6254,10,132.082,2,5,3,2,5,0,50,74.43,0,55.46560224,0,37.7
361,THIABENDAZOLE,ORAL,0,0,0,0,0,1.5,201.254,2.6864,57.2017,14,194.198,1,3,3,1,4,1,68,41.57,0,84.45898151,0,0
362,CLOFIBRATE,ORAL,0,0,0,0,0,0,242.702,3.0605,62.792,16,227.582,0,3,3,0,4,4,88,35.53,0.416666667,100.3129346,0,0
363,TESTOLACTONE,ORAL INJECTION,0,0,0,0,0,0,300.398,3.5899,83.006,22,276.206,0,3,3,0,3,0,118,43.37,0.684210526,131.3422678,0,0
364,CLOMIPHENE,ORAL,0,0,0,0,17,0,405.969,6.5626,124.378,29,377.745,0,2,2,0,3,9,150,12.47,0.230769231,178.9521705,0,0
367,PIPOBROMAN,ORAL,0,0,0,0,0,0,356.058,1.2272,69.982,16,339.93,0,4,2,0,6,4,92,40.62,0.8,112.5957057,2,0
370,HYDROXYUREA,ORAL,5.8,3.4,0,0,0,2.5,76.055,-0.9561,14.5056,5,72.023,4,4,2,4,4,0,30,75.35,0,28.53879826,2,40
371,ETHAMBUTOL,ORAL,39,3.1,82,0,17.1,3,204.314,-0.2926,58.335,14,180.122,4,4,4,4,4,9,86,64.52,1,86.71192193,0,110.5
372,AZATHIOPRINE,ORAL INJECTION,0,0,30,0,0,1.5,277.269,1.1458,65.6691,19,270.213,1,9,8,1,10,3,96,115.42,0.111111111,109.818074,0,0
375,PROPRANOLOL,ORAL INJECTION,46.8,4.5,90,0,0,2.5,259.349,2.5775,78.5885,19,238.181,2,3,3,2,3,6,102,41.49,0.375,113.7603615,0,260
376,THIOTHIXENE,ORAL INJECTION,2892,0,0,0,129.7,2,443.638,3.4707,123.5128,30,414.406,0,5,5,0,7,5,160,43.86,0.391304348,183.9649822,0,0
380,NORGESTREL,ORAL,0,36.4,97,0,8.9,0,312.453,3.8826,90.4928,23,284.229,1,2,2,1,2,1,124,37.3,0.761904762,139.2801469,0,0
381,FLURAZEPAM,ORAL,0,2.3,0,0,5.8,0.66,387.886,4.0049,108.499,27,364.702,0,4,3,0,6,6,142,35.91,0.333333333,163.8124588,1,0
382,CYCLOTHIAZIDE,ORAL,0,0,0,0,0,0,389.886,1.2295,89.4014,24,373.758,4,7,5,4,10,2,130,118.36,0.428571429,144.9082766,0,0
383,QUINESTROL,ORAL,0,0,0,0,0,0,364.529,5.2284,107.7258,27,332.273,1,2,2,1,2,2,144,29.46,0.68,163.2489831,0,0
384,FLAVOXATE,ORAL,0,0,0,0,0,1.86,391.467,4.41112,113.2305,29,366.267,0,5,5,0,5,5,150,59.75,0.333333333,169.4500497,0,0
385,PROCARBAZINE,ORAL,0,0.16,0,100,0,1,221.304,1.0488,64.9436,16,202.152,3,4,3,3,4,5,88,53.16,0.416666667,96.40230048,1,0
386,TRIMIPRAMINE,ORAL,62.4,23,95,0,0,0,294.442,4.121,95.016,22,268.234,0,2,2,0,2,4,116,6.48,0.4,133.9218704,0,1040
391,PEMOLINE,ORAL,0,12,50,0,0,3,176.175,0.5992,46.8974,13,168.111,2,4,3,2,4,1,66,64.68,0.111111111,75.03067882,1,0
392,MITOTANE,ORAL,0,2124,0,40,44.7,0,320.046,5.929,80.241,18,309.966,0,0,0,0,4,3,94,0,0.142857143,126.4314465,0,0
398,TAPENTADOL,ORAL,91.8,4,20,32,0,1.25,221.344,3.0835,68.8568,16,198.16,1,2,2,1,2,5,90,23.47,0.571428571,98.90500746,0,540
400,MEGESTROL ACETATE,ORAL,0,35,0,0,1.96,5,384.516,4.5753,106.411,28,352.26,0,4,4,0,4,2,152,60.44,0.708333333,167.3285005,0,0
403,FLUCYTOSINE,ORAL,7.8,3.6,4,83,271.3,2,129.094,-0.5088,29.2281,9,125.062,3,4,3,3,5,0,48,71.77,0,49.53764728,0,44.2
408,MOLINDONE,ORAL,0,2,0,0,0,1.5,276.38,1.96282,78.3082,20,252.188,1,4,3,1,4,3,110,45.33,0.6875,120.0431076,0,0
409,MAZINDOL,ORAL,0,0,0,0,0,0,284.746,2.6092,79.0028,20,271.642,1,3,3,1,4,1,100,35.83,0.1875,121.6892596,0,0
411,METOLAZONE,ORAL,5.4,14,95,0,0,0,365.842,2.71412,93.8984,24,349.714,3,6,4,3,8,2,126,92.5,0.1875,144.8175854,1,104
412,DYDROGESTERONE,ORAL,0,0,0,0,0,0,312.453,4.4995,90.787,23,284.229,0,2,2,0,2,1,124,34.14,0.714285714,138.9586068,0,0
415,PRAZEPAM,ORAL,0,0,0,0,0,0,324.811,3.934,93.477,23,307.675,0,3,2,0,4,3,116,32.67,0.263157895,140.1513743,1,0
419,PRAZOSIN,ORAL,18.3,2.5,94,90,0,3,383.408,1.7846,103.8789,28,362.24,2,9,8,2,9,4,146,106.95,0.315789474,161.2007213,1,47
421,DISOPYRAMIDE,ORAL,3.5,6.7,65,0,14.1,2,339.483,3.3619,102.2484,25,310.251,2,4,3,2,4,8,134,59.22,0.428571429,150.6188129,1,33.8
424,PIMOZIDE,ORAL,16,55,0,50,0,7,461.556,5.857,131.1467,34,432.324,1,4,3,1,6,7,176,41.03,0.321428571,197.3971104,0,1833
425,MEBENDAZOLE,ORAL,58.5,1.1,91,0,0,0,295.298,2.9722,81.9959,22,282.194,2,6,4,2,6,3,110,84.08,0.0625,125.6802482,1,78
429,CLONAZEPAM,ORAL,3.4,35,85,90,0,2.5,315.716,3.0377,83.6841,22,305.636,1,6,4,1,7,2,110,84.6,0.066666667,130.1404412,1,188.5
430,BUTALBITAL,ORAL,0,35,45,0,9,1.5,224.26,0.961,58.3834,16,208.132,2,5,3,2,5,4,88,75.27,0.545454545,94.27752865,4,0
431,PROBUCOL,ORAL,0,0,0,0,0,0,516.857,9.9083,156.8066,35,468.473,2,2,4,2,4,4,196,40.46,0.612903226,223.2570851,0,0
432,MAPROTILINE,ORAL,54.6,51,89,0,0,0,277.411,4.2114,87.9017,21,254.227,1,1,1,1,1,4,108,12.03,0.4,126.9462341,0,2925
435,DANAZOL,ORAL,727,9.7,0,0,206,4,337.463,4.221,96.3528,25,310.247,1,3,3,1,3,0,132,46.26,0.681818182,149.4111683,0,10175
436,FENOPROFEN,ORAL,0,3,99,0,206,2,241.266,2.3323,66.38,18,228.162,0,3,3,0,3,4,92,49.36,0.133333333,105.6526248,0,0
437,SULFACYTINE,ORAL,0,0,0,0,0,0,294.336,0.6462,75.8339,20,280.224,3,7,6,3,8,4,106,107.08,0.166666667,115.6796999,0,0
442,NAPROXEN,ORAL,0.507,14.5,99,95,423,3,229.255,1.7018,63.922,17,216.151,0,3,3,0,3,3,88,49.36,0.214285714,99.64213719,0,10.4
443,LOMUSTINE,ORAL,0,0,0,0,0,0,233.699,2.2509,58.6257,15,217.571,1,5,3,1,6,4,86,61.77,0.888888889,94.09230897,2,0
445,FENOPROFEN,ORAL,0,3,99,0,206,2,241.266,2.3323,66.38,18,228.162,0,3,3,0,3,4,92,49.36,0.133333333,105.6526248,0,0
448,TOLMETIN,ORAL,0,0,0,100,155,0.75,256.281,0.85692,68.7355,19,242.169,0,4,4,0,4,4,98,62.13,0.2,110.8496178,0,0
450,LOPERAMIDE,ORAL,0,10.8,0,0,0,5,477.048,5.088,137.9978,34,443.784,1,4,3,1,5,7,178,43.78,0.344827586,207.3328131,1,0
451,HALAZEPAM,ORAL,24,21.15,0,0,0,0,352.743,4.0863,86.808,24,340.647,0,3,2,0,7,2,124,32.67,0.176470588,140.9239274,1,732
452,DIFENOXIN,ORAL,0,13,0,0,377,0.83,423.536,3.67008,122.695,32,396.32,0,4,4,0,4,7,162,67.16,0.285714286,189.2973507,0,0
453,GLIPIZIDE,ORAL,2.1,3,98.5,100,0,2,445.545,2.07812,114.9744,31,418.329,3,9,6,3,10,7,166,130.15,0.428571429,181.669732,3,11
455,LORAZEPAM,ORAL INJECTION,4.3,14,91,90,62,0,321.163,3.1013,83.1795,21,311.083,2,4,3,2,6,1,106,61.69,0.066666667,130.5849655,1,84.5
458,CYCLOBENZAPRINE,ORAL,42,32,0,44,167,7.1,275.395,4.5538,92.062,21,254.227,0,1,1,0,1,3,106,3.24,0.2,126.7828307,0,1939
459,ETIDRONATE,ORAL INJECTION,0,3.5,0,3,0,0,201.995,-3.5202,25.8368,11,197.963,1,7,7,1,9,2,68,146.61,1,62.00124274,0,0
464,METOPROLOL,ORAL INJECTION,50.7,5,12,50,0,1,267.369,1.6132,76.6625,19,242.169,2,4,4,2,4,9,108,50.72,0.6,115.2870685,0,201.5
465,METYROSINE,ORAL,0,3.3,0,69,0,0,194.21,-0.598,49.4102,14,182.114,3,4,4,3,4,3,76,86.38,0.3,81.98105188,0,0
467,TRIAZOLAM,ORAL,11.7,3.5,90,0,17.5,2,343.217,4.23352,91.901,23,331.121,0,4,4,0,6,1,114,43.07,0.117647059,142.9633231,0,37.7
468,SULINDAC,ORAL,4,7.8,93.1,0,0,3.38,355.41,3.0308,95.2634,25,339.282,0,3,3,0,5,4,128,57.2,0.15,147.5185425,0,45
469,CIMETIDINE,ORAL INJECTION,31.6,2,22,0,0,1.1,252.347,0.5974,69.5971,17,236.219,3,6,4,3,7,5,92,88.89,0.5,104.9255429,0,78
470,BROMOCRIPTINE,ORAL,7,6,93,80,711,2.5,654.606,3.1928,164.1582,43,614.286,3,10,6,3,11,5,230,118.21,0.59375,259.4513361,3,61
471,METOPROLOL,ORAL INJECTION,50.7,5,12,50,0,1,267.369,1.6132,76.6625,19,242.169,2,4,4,2,4,9,108,50.72,0.6,115.2870685,0,201.5
472,NADOLOL,ORAL,11.3,22,86,0,0,0,309.406,0.6348,85.1211,22,282.19,4,5,5,4,5,5,124,81.95,0.647058824,131.4860439,0,123.5
473,TAMOXIFEN,ORAL,0,144,99,0,323,5,371.524,5.9961,119.582,28,342.292,0,2,2,0,2,8,144,12.47,0.230769231,168.6489043,0,0
474,OXAMNIQUINE,ORAL,0,2.2,0,0,992,1.4,279.34,1.8118,77.8896,20,258.172,3,6,5,3,6,5,110,87.43,0.571428571,117.8920427,0,0
476,MECLOFENAMATE,ORAL,12.3,1.3,99,0,16.2,1.25,295.145,3.40892,75.2542,19,285.065,1,3,3,1,5,3,98,52.16,0.071428571,120.330532,0,23.3
478,AMOXAPINE,ORAL,0,8,90,0,215,1.5,313.788,3.4292,88.6077,22,297.66,1,4,4,1,5,0,112,36.86,0.235294118,133.9233754,0,0
481,GUANADREL,ORAL,162,3.7,0,0,351,1.75,213.281,0.3356,57.3178,15,194.129,4,5,3,4,5,2,86,82.86,0.9,89.81426209,0,747
482,NADOLOL,ORAL,11.3,22,86,0,0,0,309.406,0.6348,85.1211,22,282.19,4,5,5,4,5,5,124,81.95,0.647058824,131.4860439,0,123.5
483,CINOXACIN,ORAL,0,1.5,0,0,57,0,261.213,-0.4914,62.1305,19,252.141,0,7,7,0,7,2,98,93.48,0.25,106.5290944,0,0
484,OXAMNIQUINE,ORAL,0,2.2,0,0,992,1.4,279.34,1.8118,77.8896,20,258.172,3,6,5,3,6,5,110,87.43,0.571428571,117.8920427,0,0
485,VALPROIC ACID,ORAL INJECTION,0.56,12.5,82,90,563,3.5,143.206,0.9527,38.313,10,128.086,0,2,2,0,2,5,60,40.13,0.875,62.24960168,0,11
486,GUANADREL,ORAL,162,3.7,0,0,351,1.75,213.281,0.3356,57.3178,15,194.129,4,5,3,4,5,2,86,82.86,0.9,89.81426209,0,747
488,PIROXICAM,ORAL,0.12,50,99,0,24,4,331.353,1.7376,83.2358,23,318.249,2,7,6,2,8,2,118,99.6,0.066666667,132.4987072,0,9.1
491,TEMAZEPAM,ORAL,0,8.8,96,92,2.7,0,300.745,2.4722,82.9498,21,287.641,1,4,3,1,5,1,106,52.9,0.125,126.8566129,1,0
492,OXPRENOLOL,ORAL,120,1.5,0,46.5,0.22,1.5,265.353,1.9891,76.7745,19,242.169,2,4,4,2,4,9,106,50.72,0.466666667,114.5974655,0,180
493,AMILORIDE,ORAL,0,7.5,0,0,0,3.5,230.639,-2.902,54.4528,15,221.567,9,8,5,9,9,1,80,158.53,0,89.32025691,1,0
494,AMINOGLUTETHIMIDE,ORAL,0,12.5,0,100,25.4,1.5,232.283,1.3532,65.2071,17,216.155,3,4,3,3,4,2,90,72.19,0.384615385,100.1929638,2,0
495,TRAZODONE,ORAL,5.4,10,92,0,3.2,9,371.872,2.3617,104.174,26,349.696,0,6,6,0,7,5,136,45.78,0.368421053,156.7575981,0,33.8
496,BUMETANIDE,ORAL INJECTION,11.3,1.25,95,0,28.3,1.5,363.415,1.7018,92.0594,25,344.263,3,7,6,3,8,8,134,121.55,0.235294118,146.0330378,0,10.4
499,ATENOLOL,ORAL INJECTION,9.75,6.5,11,50,0,3,266.341,0.4521,73.9809,19,244.165,4,5,4,4,5,8,106,84.58,0.5,113.309994,1,61
500,TOCAINIDE,ORAL,8.5,15,10,100,31.5,1.25,192.262,1.58914,58.1951,14,176.134,3,3,2,3,3,2,76,55.12,0.363636364,84.30738867,1,117
501,ALPRAZOLAM,ORAL,2.88,11.2,80,90,119.9,1.5,308.772,3.58012,86.891,22,295.668,0,4,4,0,5,1,108,43.07,0.117647059,132.6600569,0,52
502,PINDOLOL,ORAL,30,3.5,40,95,427,1,248.326,1.9056,72.9392,18,228.166,3,4,3,3,4,6,98,57.28,0.428571429,106.9695219,0,130
504,CAPTOPRIL,ORAL,46.8,2,27,75,0,1,216.282,-0.7068,52.759,14,202.17,0,4,4,0,5,3,80,60.44,0.777777778,88.68513508,1,48.7
507,GEMFIBROZIL,ORAL,7.8,1.5,98,100,184,1.5,249.33,2.23854,69.433,18,228.162,0,3,3,0,3,6,100,49.36,0.533333333,108.7851832,0,11
508,DIFLUNISAL,ORAL,0.39,10,99,0,496,2.5,249.192,1.7009,57.7893,18,242.136,1,3,3,1,5,2,92,60.36,0,100.9344999,0,6.3
510,NIFEDIPINE,ORAL,31.1,2,95,86,332,0.5,346.339,2.1756,88.4051,25,328.195,1,8,7,1,8,4,132,107.77,0.294117647,143.8137017,0,51.3
513,CHENODIOL,ORAL,0,0,0,0,0,0,391.572,3.1432,106.0186,28,352.26,2,4,4,2,4,4,160,80.59,0.958333333,169.6538184,0,0
514,INDAPAMIDE,ORAL,0,14,75,100,711.5,2,365.842,2.0834,92.3784,24,349.714,3,6,4,3,8,3,126,92.5,0.1875,144.7877214,1,0
517,INDAPAMIDE,ORAL,0,14,75,100,711.5,2,365.842,2.0834,92.3784,24,349.714,3,6,4,3,8,3,126,92.5,0.1875,144.7877214,1,0
518,CARPROFEN,ORAL,0,0,0,0,0,0,272.711,2.8279,74.2367,19,261.623,1,3,2,1,4,2,96,55.92,0.133333333,114.357741,0,0
519,FLUTAMIDE,ORAL,0,7.8,95,100,282.6,1.3,276.214,3.2081,61.5661,19,265.126,1,5,3,1,8,3,104,72.24,0.363636364,106.1170799,1,0
520,RITODRINE,ORAL INJECTION,120.9,2.6,36,30,0,0,287.359,2.352,82.3421,21,266.191,4,4,4,4,4,6,112,72.72,0.294117647,124.2457713,0,286
521,SULFADOXINE,ORAL,0.03,200,90,0,0,4,310.335,0.8768,76.7989,21,296.223,3,8,7,3,9,5,112,116.43,0.166666667,121.5352967,0,9.1
522,GUANABENZ,ORAL,0,6,0,75,0,3.5,232.094,-0.0093,58.3115,14,223.022,5,4,1,5,6,2,74,76,0,91.20838219,0,0
524,BUPROPION,ORAL,209,21,84,0,597,2,239.746,3.2993,68.1332,16,221.602,1,2,2,1,3,3,88,29.1,0.461538462,102.0006484,0,1950
527,PENTOXIFYLLINE,ORAL,152,0.6,0,0,0,1,278.312,0.193,74.747,20,260.168,0,7,7,0,7,5,108,78.89,0.538461538,115.0151897,0,117
528,BUPROPION,ORAL,209,21,84,0,597,2,239.746,3.2993,68.1332,16,221.602,1,2,2,1,3,3,88,29.1,0.461538462,102.0006484,0,1950
530,ISOTRETINOIN,ORAL,0,21,99.9,0,2.87,5.3,299.434,4.2679,91.133,22,272.218,0,2,2,0,2,5,120,40.13,0.45,134.1750607,0,0
532,NICLOSAMIDE,ORAL,0,0,0,0,0,0,327.123,3.8595,79.1764,21,319.059,2,6,4,2,8,3,108,92.47,0,128.6185657,1,0
533,NABILONE,ORAL,281.3,2,0,0,5.3,2,372.549,6.264,109.6878,27,336.261,1,3,3,1,3,6,150,46.53,0.708333333,164.058,0,812
536,PRAZIQUANTEL,ORAL,0,1.1,80,80,2.6,2,312.413,2.5349,87.755,23,288.221,0,4,2,0,4,1,122,40.62,0.578947368,137.0008687,2,0
537,RANITIDINE,ORAL INJECTION,45.6,2.75,15,50,1.56,2.5,314.411,1.459,84.4008,21,292.235,2,7,7,2,8,10,118,83.58,0.538461538,128.4562522,0,91
538,QUAZEPAM,ORAL,0,39,95,0,51.7,2,386.801,5.0262,94.357,25,375.713,0,2,2,0,8,2,130,15.6,0.176470588,151.286721,0,0
539,PRAZIQUANTEL,ORAL,0,1.1,80,80,2.6,2,312.413,2.5349,87.755,23,288.221,0,4,2,0,4,1,122,40.62,0.578947368,137.0008687,2,0
540,TRILOSTANE,ORAL,0,0,0,0,0,0,329.44,3.46688,87.8816,24,302.224,2,4,4,2,4,0,130,76.78,0.85,143.0489848,0,0
541,MILNACIPRAN,ORAL,39.6,7,13,87.5,0,3,246.354,1.7714,73.2094,18,224.178,2,3,2,2,3,5,98,46.33,0.533333333,108.9712975,1,400
542,BUSPIRONE,ORAL,0,2.5,86,90,15.5,1,385.512,2.0882,106.774,28,354.264,0,7,6,0,7,6,152,69.64,0.714285714,166.6597668,2,0
547,ACETOHYDROXAMIC ACID,ORAL,0,7.5,0,100,0,0.625,75.067,-0.4883,15.6032,5,70.027,2,3,2,2,3,0,30,49.33,0.5,29.56384968,1,0
549,KETOPROFEN,ORAL,6.9,3.5,99,90,12.2,1.25,253.277,1.771,69.7385,19,240.173,0,3,3,0,3,4,96,57.2,0.125,111.0655437,0,6.5
553,FLECAINIDE,ORAL,17.6,12,48,0,0,0,414.346,3.4407,87.5169,28,394.186,2,5,4,2,11,7,158,59.59,0.588235294,156.9214846,1,366
554,OXAPROZIN,ORAL,0.14,54.9,99,95,0,3,292.314,2.6911,80.703,22,278.202,0,4,4,0,4,5,110,66.16,0.111111111,127.610151,0,10.8
556,NIMODIPINE,ORAL,54,1.5,95,13,0,1,418.446,2.9708,108.4361,30,392.238,1,9,8,1,9,8,162,117,0.428571429,174.3870154,0,66
557,MEXILETINE,ORAL,30,11,55,90,0,0,179.263,2.02944,55.0604,13,162.127,2,2,2,2,2,3,72,35.25,0.454545455,79.70954962,0,360
