ID,Name,Is_a_Metabolite,Has_a_Metabolite,Route,vd,Cl(liter/hour),t1/2(hour),PPB(percentage),F(percentage),Cmax,Cmax_unit,Tmax(hour),Solubility,No_of_H-bond_donors,No_of_H-bond_acceptors,Molecular_Weight,LogP,Meets
318,METYRAPONE,,0,ORAL,0.0,0.0,1.9,0.0,0,32.3,MICROMOLAR,1.0,SOLUBILITY SPARINGLY SOLUBLE IN WATER,0,3,226.279,2.6371,True
319,ETHIONAMIDE,,0,ORAL,93.5,33.7,1.92,30.0,0,13,MICROMOLAR,1.02,SOLUBILITY PRACTICALLY INSOLUBLE IN WATER,1,2,166.249,1.2782,True
321,CYCLOTHIAZIDE,,0,ORAL,0.0,0.0,0,0.0,0,0,,0.0,,3,5,389.886,1.2295,True
322,TRIAMTERENE,,0,ORAL,845.0,245.7,4.3,58.0,0,183.3,NANOMOLAR,1.1,SOLUBILITY PRACTICALLY INSOLUBLE IN WATER,3,7,253.269,0.8334,True
323,METAXALONE,,0,ORAL,800.0,66.0,9,0.0,0,8.2,MICROMOLAR,0.0,SOLUBILITY PRACTICALLY INSOLUBLE IN WATER,1,3,221.256,1.79064,True
325,QUINETHAZONE,,0,ORAL,0.0,0.0,0,0.0,0,0,,0.0,,3,4,289.744,0.8788,True
326,PHENAZOPYRIDINE,,0,ORAL,0.0,0.0,0,0.0,0,0,,0.0,,2,5,213.244,2.6614,True
327,ACETOHEXAMIDE,,1757  1758,ORAL,0.0,0.0,0,0.0,0,0,,0.0,,2,4,324.402,2.2098,True
328,METHYLDOPA,329,0,ORAL,44.8,13.6,1.8,15.0,0,0,,0.0,SOLUBILITY SOLUBLE IN WATER,3,5,210.209,-0.8924,True
330,ANISOTROPINE,,0,ORAL,0.0,0.0,0,0.0,0,0,,0.0,,0,3,267.413,3.3712,True
331,PARGYLINE,,0,ORAL,0.0,0.0,0,0.0,0,0,,0.0,,0,1,159.232,1.7516,True
333,DESIPRAMINE,,0,ORAL,975.0,42.9,22,84.0,0,0,,0.0,,1,2,266.388,3.5328,True
334,OXANDROLONE,,0,ORAL,0.0,0.0,13.3,0.0,0,0,,0.0,,1,3,306.446,3.5431,True
336,ETHYLESTRENOL,,0,ORAL,0.0,0.0,0,0.0,0,0,,0.0,,1,1,288.475,5.0903,False
339,NALIDIXIC ACID,,1756,ORAL,0.0,0.0,6,90.0,0,129.3,MICROMOLAR,1.5,,0,5,231.231,0.08832,True
341,NORTRIPTYLINE,,0,ORAL,1430.0,39.0,30,88.0,0,241,NANOMOLAR,4.0,,1,1,263.384,3.8264,True
343,CHLORPHENTERMINE,,0,ORAL,0.0,0.0,0,0.0,0,0,,0.0,,1,1,183.682,2.6198,True
346,MEFENAMIC ACID,,0,ORAL,68.9,21.2,3,90.0,0,62.2,MICROMOLAR,2.0,SOLUBILITY 0.004 PERCENT IN WATER,1,3,240.282,2.41054,True
347,AMINOCAPROIC ACID,,0,ORAL INJECTION,23.1,10.1,2,8.0,100,1.25,MILLIMOLAR,1.2,SOLUBILITY SOLUBLE IN WATER,1,3,130.167,-0.7446,True
348,TOLAZAMIDE,,0,ORAL,0.0,0.0,7,0.0,0,0,,3.5,SOLUBILITY 27.8 MILLIGRAM / 100 MILLILITER,2,4,311.407,1.77392,True
349,OXAZEPAM,491  1709,0,ORAL,38.0,4.3,8.2,96.0,0,1.57,MICROMOLAR,0.0,,2,3,286.718,2.4479,True
350,HALOPERIDOL,1361  1362,0,ORAL INJECTION,1105.0,30.4,35,92.0,60,15.3,NANOMOLAR,4.0,,1,3,375.871,4.4256,True
351,SULFAMETER,,0,ORAL,0.0,0.0,0,0.0,0,0,,0.0,,2,6,280.309,0.8682,True
352,PROTRIPTYLINE,,0,ORAL,0.0,0.0,0,0.0,0,0,,10.0,SOLUBILITY FREELY SOLUBLE IN WATER,1,1,263.384,4.3019,True
353,AMANTADINE,,0,ORAL,357.0,18.2,17,67.0,0,1.45,MICROMOLAR,3.3,SOLUBILITY FREELY SOLUBLE IN WATER,1,1,151.253,1.9139,True
354,ETHYNODIOL DIACETATE,,209,ORAL,0.0,0.0,0,0.0,0,0,,0.0,,0,4,384.516,4.4259,True
355,DIPHENIDOL,,0,ORAL,0.0,0.0,0,0.0,0,0,,0.0,,1,2,309.453,4.1886,True
359,ALLOPURINOL,,1755,ORAL INJECTION,37.7,42.9,1.5,3.0,90,22,MICROMOLAR,1.5,SOLUBILITY 8 MILLIGRAM / LITER IN WATER,2,3,136.114,-0.4022,True
361,THIABENDAZOLE,,0,ORAL,0.0,0.0,0,0.0,0,0,,1.5,SOLUBILITY PRACTICALLY INSOLUBLE IN WATER,1,3,201.254,2.6864,True
362,CLOFIBRATE,,1754,ORAL,0.0,0.0,0,0.0,0,0,,0.0,,0,3,242.702,3.0605,True
363,TESTOLACTONE,,0,ORAL INJECTION,0.0,0.0,0,0.0,0,0,,0.0,SOLUBILITY SLIGHTLY SOLUBLE IN WATER,0,3,300.398,3.5899,True
364,CLOMIPHENE,,0,ORAL,0.0,0.0,0,0.0,0,17,NANOMOLAR,0.0,SOLUBILITY SLIGHTLY SOLUBLE IN WATER,0,2,405.969,6.5626,False
367,PIPOBROMAN,,0,ORAL,0.0,0.0,0,0.0,0,0,,0.0,,0,2,356.058,1.2272,True
370,HYDROXYUREA,,0,ORAL,40.0,5.8,3.4,0.0,0,0,,2.5,,3,2,76.055,-0.9561,True
371,ETHAMBUTOL,,0,ORAL,110.5,39.0,3.1,82.0,0,17.1,MICROMOLAR,3.0,,4,4,204.314,-0.2926,True
372,AZATHIOPRINE,,139,ORAL INJECTION,0.0,0.0,0,30.0,0,0,,1.5,SOLUBILITY INSOLUBLE IN WATER,1,8,277.269,1.1458,True
375,PROPRANOLOL,,0,ORAL INJECTION,260.0,46.8,4.5,90.0,0,0,,2.5,SOLUBILITY READILY SOLUBLE IN WATER,2,3,259.349,2.5775,True
376,THIOTHIXENE,,0,ORAL INJECTION,0.0,2892.0,0,0.0,0,129.7,NANOMOLAR,2.0,,0,5,443.638,3.4707,True
380,NORGESTREL,619,0,ORAL,0.0,0.0,36.4,97.0,0,8.9,NANOMOLAR,0.0,SOLUBILITY INSOLUBLE IN WATER,1,2,312.453,3.8826,True
381,FLURAZEPAM,,1751,ORAL,0.0,0.0,2.3,0.0,0,5.8,NANOMOLAR,0.66,SOLUBILITY VERY SOLUBLE IN WATER,0,3,387.886,4.0049,True
382,CYCLOTHIAZIDE,,0,ORAL,0.0,0.0,0,0.0,0,0,,0.0,,3,5,389.886,1.2295,True
383,QUINESTROL,,18,ORAL,0.0,0.0,0,0.0,0,0,,0.0,,1,2,364.529,5.2284,False
384,FLAVOXATE,,0,ORAL,0.0,0.0,0,0.0,0,0,,1.86,,0,5,391.467,4.41112,True
385,PROCARBAZINE,,0,ORAL,0.0,0.0,0.16,0.0,100,0,,1.0,SOLUBILITY SOLUBLE BUT UNSTABLE IN WATER,3,3,221.304,1.0488,True
386,TRIMIPRAMINE,,0,ORAL,1040.0,62.4,23,95.0,0,0,,0.0,SOLUBILITY VERY SLIGHTLY SOLUBLE IN WATER,0,2,294.442,4.121,True
391,PEMOLINE,,0,ORAL,0.0,0.0,12,50.0,0,0,,3.0,SOLUBILITY RELATIVELY INSOLUBLE IN WATER,1,3,176.175,0.5992,True
392,MITOTANE,,0,ORAL,0.0,0.0,2124,0.0,40,44.7,MICROMOLAR,0.0,,0,0,320.046,5.929,False
398,TAPENTADOL,,0,ORAL,540.0,91.8,4,20.0,32,0,,1.25,SOLUBILITY LOGP = 2.87,1,2,221.344,3.0835,True
400,MEGESTROL ACETATE,,0,ORAL,0.0,0.0,35,0.0,0,1.96,MICROMOLAR,5.0,SOLUBILITY 2 MICROGRAM / MILLILITER,0,4,384.516,4.5753,True
403,FLUCYTOSINE,,280,ORAL,44.2,7.8,3.6,4.0,83,271.3,MICROMOLAR,2.0,,2,3,129.094,-0.5088,True
408,MOLINDONE,,0,ORAL,0.0,0.0,2,0.0,0,0,,1.5,SOLUBILITY FREELY SOLUBLE IN WATER,1,3,276.38,1.96282,True
409,MAZINDOL,,0,ORAL,0.0,0.0,0,0.0,0,0,,0.0,,1,3,284.746,2.6092,True
411,METOLAZONE,,0,ORAL,104.0,5.4,14,95.0,0,0,,0.0,SOLUBILITY SPARINGLY SOLUBLE IN WATER,2,4,365.842,2.71412,True
412,DYDROGESTERONE,,0,ORAL,0.0,0.0,0,0.0,0,0,,0.0,,0,2,312.453,4.4995,True
415,PRAZEPAM,,1709,ORAL,0.0,0.0,0,0.0,0,0,,0.0,,0,2,324.811,3.934,True
419,PRAZOSIN,,0,ORAL,47.0,18.3,2.5,94.0,90,0,,3.0,SOLUBILITY SLIGHTLY SOLUBLE IN WATER,1,8,383.408,1.7846,True
421,DISOPYRAMIDE,,0,ORAL,33.8,3.5,6.7,65.0,0,14.1,MICROMOLAR,2.0,SOLUBILITY FREELY SOLUBLE IN WATER,1,3,339.483,3.3619,True
424,PIMOZIDE,,0,ORAL,1833.0,16.0,55,0.0,50,0,,7.0,SOLUBILITY IN WATER LESS THAN 0.01 MILLIGRAM / MILLILITER,1,3,461.556,5.857,False
425,MEBENDAZOLE,,0,ORAL,78.0,58.5,1.1,91.0,0,0,,0.0,SOLUBILITY LESS THAN 0.05 PERCENT SOLUBLE IN WATER,2,4,295.298,2.9722,True
429,CLONAZEPAM,,0,ORAL,188.5,3.4,35,85.0,90,0,,2.5,,1,4,315.716,3.0377,True
430,BUTALBITAL,,0,ORAL,0.0,0.0,35,45.0,0,9,MICROMOLAR,1.5,,2,3,224.26,0.961,True
431,PROBUCOL,,0,ORAL,0.0,0.0,0,0.0,0,0,,0.0,,2,4,516.857,9.9083,False
432,MAPROTILINE,,0,ORAL,2925.0,54.6,51,89.0,0,0,,0.0,SOLUBILITY IS SLIGHTLY SOLUBLE IN WATER,1,1,277.411,4.2114,True
435,DANAZOL,,0,ORAL,10175.0,727.0,9.7,0.0,0,206,NANOMOLAR,4.0,SOLUBILITY INSOLUBLE IN WATER,1,3,337.463,4.221,True
436,FENOPROFEN,,0,ORAL,0.0,0.0,3,99.0,0,206,MICROMOLAR,2.0,SOLUBILITY SLIGHTLY SOLUBLE IN WATER,0,3,241.266,2.3323,True
437,SULFACYTINE,,0,ORAL,0.0,0.0,0,0.0,0,0,,0.0,,2,6,294.336,0.6462,True
442,NAPROXEN,,0,ORAL,10.4,0.507,14.5,99.0,95,423,MICROMOLAR,3.0,SOLUBILITY FREELY SOLUBLE IN WATER AT NEUTRAL PH (LOGP = 1.6),0,3,229.255,1.7018,True
443,LOMUSTINE,,0,ORAL,0.0,0.0,0,0.0,0,0,,0.0,SOLUBILITY RELATIVELY INSOLUBLE IN WATER (< 0.05 MILLIGRAM PER MILLILITER),1,3,233.699,2.2509,True
445,FENOPROFEN,,0,ORAL,0.0,0.0,3,99.0,0,206,MICROMOLAR,2.0,SOLUBILITY SLIGHTLY SOLUBLE IN WATER,0,3,241.266,2.3323,True
448,TOLMETIN,,0,ORAL,0.0,0.0,0,0.0,100,155,MICROMOLAR,0.75,SOLUBILITY FREELY SOLUBLE IN WATER,0,4,256.281,0.85692,True
450,LOPERAMIDE,,0,ORAL,0.0,0.0,10.8,0.0,0,0,,5.0,,1,3,477.048,5.088,False
451,HALAZEPAM,,1709,ORAL,732.0,24.0,21.15,0.0,0,0,,0.0,,0,2,352.743,4.0863,True
452,DIFENOXIN,297,0,ORAL,0.0,0.0,13,0.0,0,377,NANOMOLAR,0.83,,0,4,423.536,3.67008,True
453,GLIPIZIDE,,0,ORAL,11.0,2.1,3,98.5,100,0,,2.0,SOLUBILITY INSOLUBLE IN WATER,3,6,445.545,2.07812,True
455,LORAZEPAM,,0,ORAL INJECTION,84.5,4.3,14,91.0,90,62,NANOMOLAR,0.0,SOLUBILITY ALMOST INSOLUBLE IN WATER,2,3,321.163,3.1013,True
458,CYCLOBENZAPRINE,,0,ORAL,1939.0,42.0,32,0.0,44,167,NANOMOLAR,7.1,SOLUBILITY FREELY SOLUBLE IN WATER,0,1,275.395,4.5538,True
459,ETIDRONATE,,0,ORAL INJECTION,0.0,0.0,3.5,0.0,3,0,,0.0,SOLUBILITY HIGHLY SOLUBLE IN WATER,1,7,201.995,-3.5202,True
464,METOPROLOL,,0,ORAL INJECTION,201.5,50.7,5,12.0,50,0,,1.0,SOLUBILITY VERY SOLUBLE IN WATER,2,4,267.369,1.6132,True
465,METYROSINE,,0,ORAL,0.0,0.0,3.3,0.0,69,0,,0.0,SOLUBILITY VERY SLIGHTLY SOLUBLE IN WATER,2,4,194.21,-0.598,True
467,TRIAZOLAM,,0,ORAL,37.7,11.7,3.5,90.0,0,17.5,NANOMOLAR,2.0,SOLUBILITY POORLY SOLUBLE IN WATER,0,4,343.217,4.23352,True
468,SULINDAC,,1708,ORAL,45.0,4.0,7.8,93.1,0,0,,3.38,SOLUBILITY VERY SOLUBLE AS THE SODIUM SALT OR IN BUFFERS OF PH 6 OR HIGHER,0,3,355.41,3.0308,True
469,CIMETIDINE,,0,ORAL INJECTION,78.0,31.6,2,22.0,0,0,,1.1,SOLUBILITY SLIGHTLY SOLUBLE IN WATER,3,4,252.347,0.5974,True
470,BROMOCRIPTINE,,0,ORAL,61.0,7.0,6,93.0,80,711,PICOMOLAR,2.5,,3,6,654.606,3.1928,False
471,METOPROLOL,,0,ORAL INJECTION,201.5,50.7,5,12.0,50,0,,1.0,SOLUBILITY VERY SOLUBLE IN WATER,2,4,267.369,1.6132,True
472,NADOLOL,,0,ORAL,123.5,11.3,22,86.0,0,0,,0.0,SOLUBILITY SLIGHTLY SOLUBLE IN WATER,4,5,309.406,0.6348,True
473,TAMOXIFEN,,1707,ORAL,0.0,0.0,144,99.0,0,323,NANOMOLAR,5.0,SOLUBILITY IN WATER AT 37 DEGREE CELCIUS IS 0.5 MILLIGRAM / MILLILITER,0,2,371.524,5.9961,False
474,OXAMNIQUINE,,0,ORAL,0.0,0.0,2.2,0.0,0,992,NANOMOLAR,1.4,,3,5,279.34,1.8118,True
476,MECLOFENAMATE,,0,ORAL,23.3,12.3,1.3,99.0,0,16.2,MICROMOLAR,1.25,SOLUBILITY FREELY SOLUBLE IN WATER,1,3,295.145,3.40892,True
478,AMOXAPINE,,0,ORAL,0.0,0.0,8,90.0,0,215,NANOMOLAR,1.5,,1,4,313.788,3.4292,True
481,GUANADREL,,0,ORAL,747.0,162.0,3.7,0.0,0,351,NANOMOLAR,1.75,,2,3,213.281,0.3356,True
482,NADOLOL,,0,ORAL,123.5,11.3,22,86.0,0,0,,0.0,SOLUBILITY SLIGHTLY SOLUBLE IN WATER,4,5,309.406,0.6348,True
483,CINOXACIN,,0,ORAL,0.0,0.0,1.5,0.0,0,57,MICROMOLAR,0.0,,0,7,261.213,-0.4914,True
484,OXAMNIQUINE,,0,ORAL,0.0,0.0,2.2,0.0,0,992,NANOMOLAR,1.4,,3,5,279.34,1.8118,True
485,VALPROIC ACID,,0,ORAL INJECTION,11.0,0.56,12.5,82.0,90,563,MICROMOLAR,3.5,SOLUBILITY SLIGHTLY SOLUBLE IN WATER,0,2,143.206,0.9527,True
486,GUANADREL,,0,ORAL,747.0,162.0,3.7,0.0,0,351,NANOMOLAR,1.75,,2,3,213.281,0.3356,True
488,PIROXICAM,,0,ORAL,9.1,0.12,50,99.0,0,24,MICROMOLAR,4.0,SOLUBILITY SLIGHTLY SOLUBLE IN WATER,2,6,331.353,1.7376,True
491,TEMAZEPAM,324,349  1138,ORAL,0.0,0.0,8.8,96.0,92,2.7,MICROMOLAR,0.0,SOLUBILITY VERY SLIGHTLY SOLUBLE IN WATER,1,3,300.745,2.4722,True
492,OXPRENOLOL,,0,ORAL,180.0,120.0,1.5,0.0,46.5,0.22,MICROMOLAR,1.5,,2,4,265.353,1.9891,True
493,AMILORIDE,,0,ORAL,0.0,0.0,7.5,0.0,0,0,,3.5,,5,5,230.639,-2.902,True
494,AMINOGLUTETHIMIDE,,0,ORAL,0.0,0.0,12.5,0.0,100,25.4,MICROMOLAR,1.5,SOLUBILITY VERY SLIGHTLY SOLUBLE IN WATER,2,3,232.283,1.3532,True
495,TRAZODONE,,0,ORAL,33.8,5.4,10,92.0,0,3.2,MICROMOLAR,9.0,SOLUBILITY FREELY SOLUBLE IN WATER,0,6,371.872,2.3617,True
496,BUMETANIDE,,0,ORAL INJECTION,10.4,11.3,1.25,95.0,0,28.3,NANOMOLAR,1.5,,2,6,363.415,1.7018,True
499,ATENOLOL,,0,ORAL INJECTION,61.0,9.75,6.5,11.0,50,0,,3.0,SOLUBILITY 26.5 MILLIGRAM / MILLILITER,3,4,266.341,0.4521,True
500,TOCAINIDE,,0,ORAL,117.0,8.5,15,10.0,100,31.5,MICROMOLAR,1.25,SOLUBILITY FREELY SOLUBLE IN WATER,2,2,192.262,1.58914,True
501,ALPRAZOLAM,,0,ORAL,52.0,2.88,11.2,80.0,90,119.9,NANOMOLAR,1.5,SOLUBILITY NO APPRECIABLE SOLUBILITY IN WATER,0,4,308.772,3.58012,True
502,PINDOLOL,,0,ORAL,130.0,30.0,3.5,40.0,95,427,NANOMOLAR,1.0,SOLUBILITY SOLUBLE IN AQUAEOUS ACIDS,3,3,248.326,1.9056,True
504,CAPTOPRIL,,0,ORAL,48.7,46.8,2,27.0,75,0,,1.0,SOLUBILITY SOLUBLE IN WATER (160 MILLIGRAM / MILLILITER),1,4,216.282,-0.7068,True
507,GEMFIBROZIL,,0,ORAL,11.0,7.8,1.5,98.0,100,184,MICROMOLAR,1.5,SOLUBILITY PRACTICALLY INSOLUBLE IN WATER (IN ACID IS 0.0019 PERCENT),0,3,249.33,2.23854,True
508,DIFLUNISAL,,0,ORAL,6.3,0.39,10,99.0,0,496,MICROMOLAR,2.5,SOLUBILITY PRACTICALLY INSOLUBLE IN WATER,1,3,249.192,1.7009,True
510,NIFEDIPINE,,0,ORAL,51.3,31.1,2,95.0,86,332,NANOMOLAR,0.5,SOLUBILITY PRACTICALLY INSOLUBLE IN WATER,1,7,346.339,2.1756,True
513,CHENODIOL,,0,ORAL,0.0,0.0,0,0.0,0,0,,0.0,SOLUBILITY PRACTICALLY INSOLUBLE IN WATER,2,4,391.572,3.1432,True
514,INDAPAMIDE,,0,ORAL,0.0,0.0,14,75.0,100,711.5,NANOMOLAR,2.0,SOLUBILITY IS SOLUBLE IN AQUEOUS SOLUTIONS OF STRONG BASES,2,4,365.842,2.0834,True
517,INDAPAMIDE,,0,ORAL,0.0,0.0,14,75.0,100,711.5,NANOMOLAR,2.0,SOLUBILITY IS SOLUBLE IN AQUEOUS SOLUTIONS OF STRONG BASES,2,4,365.842,2.0834,True
518,CARPROFEN,,0,ORAL,0.0,0.0,0,0.0,0,0,,0.0,,1,2,272.711,2.8279,True
519,FLUTAMIDE,,1705,ORAL,0.0,0.0,7.8,95.0,100,282.6,NANOMOLAR,1.3,,1,3,276.214,3.2081,True
520,RITODRINE,,0,ORAL INJECTION,286.0,120.9,2.6,36.0,30,0,,0.0,,4,4,287.359,2.352,True
521,SULFADOXINE,,0,ORAL,9.1,0.03,200,90.0,0,0,,4.0,,2,7,310.335,0.8768,True
522,GUANABENZ,,0,ORAL,0.0,0.0,6,0.0,75,0,,3.5,SOLUBILITY SPARINGLY SOLUBLE IN WATER,3,1,232.094,-0.0093,True
524,BUPROPION,,0,ORAL,1950.0,209.0,21,84.0,0,597,NANOMOLAR,2.0,SOLUBILITY HIGHLY SOLUBLE IN WATER,1,2,239.746,3.2993,True
527,PENTOXIFYLLINE,,0,ORAL,117.0,152.0,0.6,0.0,0,0,,1.0,SOLUBILITY SOLUBLE IN WATER,0,7,278.312,0.193,True
528,BUPROPION,,0,ORAL,1950.0,209.0,21,84.0,0,597,NANOMOLAR,2.0,SOLUBILITY HIGHLY SOLUBLE IN WATER,1,2,239.746,3.2993,True
530,ISOTRETINOIN,,0,ORAL,0.0,0.0,21,99.9,0,2.87,MICROMOLAR,5.3,SOLUBILITY PRACTICALLY INSOLUBLE IN WATER,0,2,299.434,4.2679,True
532,NICLOSAMIDE,,0,ORAL,0.0,0.0,0,0.0,0,0,,0.0,,2,4,327.123,3.8595,True
533,NABILONE,,0,ORAL,812.0,281.3,2,0.0,0,5.3,NANOMOLAR,2.0,SOLUBILITY LESS THAN 0.5 MILLIGRAM / LITER,1,3,372.549,6.264,False
536,PRAZIQUANTEL,,0,ORAL,0.0,0.0,1.1,80.0,80,2.6,MICROMOLAR,2.0,SOLUBILITY VERY SLIGHTLY SOLUBLE IN WATER,0,2,312.413,2.5349,True
537,RANITIDINE,,0,ORAL INJECTION,91.0,45.6,2.75,15.0,50,1.56,MICROMOLAR,2.5,SOLUBILITY SOLUBLE IN WATER,2,7,314.411,1.459,True
538,QUAZEPAM,,0,ORAL,0.0,0.0,39,95.0,0,51.7,NANOMOLAR,2.0,SOLUBILITY INSOLUBLE IN WATER,0,2,386.801,5.0262,False
539,PRAZIQUANTEL,,0,ORAL,0.0,0.0,1.1,80.0,80,2.6,MICROMOLAR,2.0,SOLUBILITY VERY SLIGHTLY SOLUBLE IN WATER,0,2,312.413,2.5349,True
540,TRILOSTANE,,0,ORAL,0.0,0.0,0,0.0,0,0,,0.0,,2,4,329.44,3.46688,True
541,MILNACIPRAN,,0,ORAL,400.0,39.6,7,13.0,87.5,0,,3.0,SOLUBILITY FREELY SOLUBLE IN WATER,1,2,246.354,1.7714,True
542,BUSPIRONE,,0,ORAL,0.0,0.0,2.5,86.0,90,15.5,NANOMOLAR,1.0,SOLUBILITY SOLUBLE IN WATER,0,6,385.512,2.0882,True
547,ACETOHYDROXAMIC ACID,,0,ORAL,0.0,0.0,7.5,0.0,100,0,,0.625,SOLUBILITY HIGHLY SOLUBLE IN WATER,2,2,75.067,-0.4883,True
549,KETOPROFEN,,0,ORAL,6.5,6.9,3.5,99.0,90,12.2,MICROMOLAR,1.25,SOLUBILITY PRACTICALLY INSOLUBLE IN WATER,0,3,253.277,1.771,True
553,FLECAINIDE,,0,ORAL,366.0,17.6,12,48.0,0,0,,0.0,SOLUBILITY 48.4 MILLIGRAM / MILLILITER,2,4,414.346,3.4407,True
554,OXAPROZIN,,0,ORAL,10.8,0.14,54.9,99.0,95,0,,3.0,SOLUBILITY INSOLUBLE IN WATER,0,4,292.314,2.6911,True
556,NIMODIPINE,,0,ORAL,66.0,54.0,1.5,95.0,13,0,,1.0,SOLUBILITY PRACTICALLY INSOLUBLE IN WATER,1,8,418.446,2.9708,True
557,MEXILETINE,,0,ORAL,360.0,30.0,11,55.0,90,0,,0.0,SOLUBILITY FREELY SOLUBLE IN WATER,1,2,179.263,2.02944,True
558,ACEBUTOLOL,,1611  1612,ORAL,102.0,36.0,3.5,26.0,40,0,,2.5,SOLUBILITY FREELY SOLUBLE IN WATER,3,5,336.432,2.3655,True
559,ETODOLAC,,0,ORAL,23.0,3.0,6.4,99.0,100,128,MICROMOLAR,1.3,SOLUBILITY INSOLUBLE IN WATER,1,3,286.351,2.0483,True
561,FLUOXETINE,,1609  1610,ORAL,1950.0,0.0,120,94.5,0,178,NANOMOLAR,7.0,SOLUBILITY 14 MILLIGRAM / MILLILITER,1,2,309.331,4.435,True
562,LEVOCARNITINE,,0,ORAL INJECTION,100.4,4.0,17.4,0.0,15,80,MICROMOLAR,3.3,SOLUBILITY READILY SOLUBLE IN WATER,1,3,161.201,-1.8065,True
563,AMIODARONE,,0,ORAL INJECTION,3900.0,21.4,1392,96.0,50,40,NANOMOLAR,5.0,SOLUBILITY SLIGHTLY SOLUBLE IN WATER,0,4,645.319,6.9362,False
564,ENALAPRIL,,1396,ORAL,0.0,0.0,0,0.0,60,0,,0.0,,1,6,375.445,0.2699,True
565,BEPRIDIL,,0,ORAL,0.0,0.0,42,99.0,0,6.8,MICROMOLAR,0.0,SOLUBILITY SLIGHTLY SOLUBLE IN WATER,0,3,366.549,4.8302,True
567,GUANFACINE,,0,ORAL,364.0,17.5,16,70.0,0,10.1,NANOMOLAR,3.0,SOLUBILITY SPARINGLY SOLUBLE IN WATER,2,1,246.097,1.3359,True
569,TERAZOSIN,,0,ORAL,58.0,4.0,12,99.0,0,0,,1.0,SOLUBILITY FREELY SOLUBLE IN WATER,1,8,387.44,1.0568,True
570,ESTAZOLAM,,0,ORAL,0.0,0.0,17,93.0,0,0,,2.0,SOLUBILITY PRACTICALLY INSOLUBLE IN WATER,0,4,294.745,3.2717,True
573,PROPAFENONE,,0,ORAL,252.0,57.0,21,95.0,12,0,,3.5,SOLUBILITY SLIGHTLY SOLUBLE IN WATER,2,4,341.451,3.2414,True
575,TRIENTINE,,0,ORAL,0.0,0.0,0,0.0,0,0,,0.0,SOLUBILITY FREELY SOLUBLE IN WATER,4,4,146.238,-1.917,True
577,MISOPROSTOL,,596  1701,ORAL,0.0,0.0,0,0.0,0,0,,0.0,SOLUBILITY SOLUBLE IN WATER,2,5,382.541,3.9536,True
580,MISOPROSTOL,,596  1701,ORAL,0.0,0.0,0,0.0,0,0,,0.0,SOLUBILITY SOLUBLE IN WATER,2,5,382.541,3.9536,True
584,FENOFIBRATE,,1486,ORAL,0.0,0.0,0,0.0,60,0,,0.0,SOLUBILITY INSOLUBLE IN WATER,0,4,360.837,4.68,True
590,ETRETINATE,,637,ORAL,0.0,0.0,0,0.0,0,0,,0.0,,0,3,354.49,5.64556,False
592,PERGOLIDE,,0,ORAL,14000.0,462.0,21,90.0,0,0,,2.5,,1,2,314.498,4.2711,True
595,PINACIDIL,,0,ORAL,91.0,31.5,2,0.0,57,408,MICROMOLAR,0.0,,2,3,245.33,2.35478,True
597,ISRADIPINE,,0,ORAL,195.0,84.0,8,95.0,19.5,53.9,NANOMOLAR,1.5,SOLUBILITY PRACTICALLY INSOLUBLE IN WATER,1,8,371.393,2.5822,True
598,PINACIDIL,,0,ORAL,91.0,31.5,2,0.0,57,408,MICROMOLAR,0.0,,2,3,245.33,2.35478,True
599,FAMOTIDINE,,0,ORAL INJECTION,84.5,25.3,2.8,17.0,45,181,NANOMOLAR,2.0,SOLUBILITY VERY SLIGHTLY SOLUBLE IN WATER,4,6,337.456,-0.768,True
602,CLOFAZIMINE,,0,ORAL,0.0,0.0,1680,0.0,53,2.1,MICROMOLAR,10.0,SOLUBILITY INSOLUBLE IN WATER,1,4,473.407,7.4898,False
603,NIZATIDINE,,0,ORAL,74.7,50.0,1.5,35.0,70,10.8,MICROMOLAR,1.75,SOLUBILITY SOLUBLE IN WATER,2,8,331.467,1.3225,True
606,ISRADIPINE,,0,ORAL,195.0,84.0,8,95.0,19.5,53.9,NANOMOLAR,1.5,SOLUBILITY PRACTICALLY INSOLUBLE IN WATER,1,8,371.393,2.5822,True
607,LISINOPRIL,,0,ORAL,57.8,4.6,42,0.0,25,0,,7.0,SOLUBILITY SOLUBLE IN WATER,2,7,403.479,-1.4342,True
609,MEFLOQUINE,,0,ORAL,1300.0,1.8,504,98.0,85,5.29,MICROMOLAR,17.0,SOLUBILITY SLIGHTLY SOLUBLE IN WATER,2,3,378.316,4.4479,True
611,NABUMETONE,,1700,ORAL,0.0,0.0,0,0.0,0,0,,0.0,SOLUBILITY PRACTICALLY INSOLUBLE IN WATER,0,2,228.291,3.37,True
612,URSODIOL,,0,ORAL,0.0,0.0,0,70.0,0,0,,0.0,SOLUBILITY PRACTICALLY INSOLUBLE IN WATER,2,4,391.572,3.1432,True
614,ENOXACIN,,0,ORAL,130.0,21.0,4.5,40.0,90,6.2,MICROMOLAR,2.0,,1,7,319.316,-0.6714,True
616,LOVASTATIN,,1699,ORAL,0.0,0.0,4.5,95.0,30,19.3,NANOMOLAR,2.0,SOLUBILITY INSOLUBLE IN WATER,1,5,404.547,4.1955,True
