ID,Name,Is_a_Metabolite,Has_a_Metabolite,Route,vd,Cl(liter/hour),t1/2(hour),PPB(percentage),F(percentage),Cmax,Cmax_unit,Tmax(hour),Solubility,Molecular_Weight,LogP,MolMR,HeavyAtomCount,HeavyAtomMolWt,NHOHCount,NOCount,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumValenceElectrons,TPSA,FractionCSP3,LabuteASA,NumAmideBonds
303,CYPROHEPTADINE,,0,ORAL,0,0,12.5,0,0,0,NaN,7.5,SOLUBILITY SOLUBLE IN WATER,287.406,4.6979,94.565,22,266.238,0,1,1,0,1,0,110,3.24,0.238095238,132.1419417,0
304,BETAMETHASONE,305  306  1348  1349  1457,0,ORAL TOPICAL,84.5,10.9,5.6,64,0,0,NaN,0,NaN,392.467,1.8957,99.9444,28,363.235,3,5,5,3,6,2,154,94.83,0.727272727,163.8717856,0
305,BETAMETHASONE ACETATE,,304,INJECTION,0,0,0,0,0,0,NaN,0,SOLUBILITY PRACTICALLY INSOLUBLE IN WATER,434.504,2.4665,109.4916,31,403.256,2,6,6,2,7,3,170,100.9,0.708333333,181.0825034,0
306,BETAMETHASONE VALERATE,,304,TOPICAL,0,0,0,0,0,0,NaN,0,SOLUBILITY PRACTICALLY INSOLUBLE IN WATER,476.585,3.6368,123.3426,34,439.289,2,6,6,2,7,6,188,100.9,0.740740741,200.1773298,0
307,VINBLASTINE,,0,INJECTION,1820,12,67,86,0,0,NaN,0,SOLUBILITY FREELY SOLUBLE IN WATER,810.989,3.9909,220.4283,59,752.525,3,13,12,3,13,7,316,154.1,0.586956522,345.1395957,0
308,TRIOXSALEN,,0,ORAL,0,0,0,0,0,0,NaN,0,NaN,228.247,3.46446,66.467,17,216.151,0,3,3,0,3,0,86,43.35,0.214285714,97.65022671,0
309,AMITRIPTYLINE,,0,ORAL INJECTION,565.5,23.7,17,93,0,0,NaN,0,SOLUBILITY FREELY SOLUBLE IN WATER,277.411,4.1686,90.542,21,254.227,0,1,1,0,1,3,108,3.24,0.3,127.4724337,0
310,SULFAMETHOXAZOLE,,0,ORAL INJECTION,19.5,1.4,10,70,0,268.7,MICROMOLAR,2.5,NaN,253.283,1.36602,62.9029,17,242.195,3,6,5,3,7,3,90,98.22,0.1,98.46930176,0
311,THIETHYLPERAZINE,,0,ORAL INJECTION RECTAL,0,0,0,0,0,0,NaN,0,NaN,399.629,5.0388,118.965,27,370.397,0,3,5,0,5,6,144,9.72,0.454545455,171.6519772,0
312,FLUOCINOLONE ACETONIDE,,0,TOPICAL OTIC INTRAVITREAL,0,0,0,0,0,0,NaN,0,SOLUBILITY INSOLUBLE IN WATER,452.494,2.3668,108.8776,32,422.254,2,6,6,2,8,2,176,93.06,0.75,185.1942308,0
313,FLURANDRENOLIDE,,0,TOPICAL,0,0,0,0,0,0,NaN,0,SOLUBILITY PRACTICALLY INSOLUBLE IN WATER,436.52,2.4987,108.6226,31,403.256,2,6,6,2,7,2,172,93.06,0.833333333,181.7182984,0
314,GLYCOPYRROLATE,,0,ORAL INJECTION INHALATION INTRAMUSCULAR INTRAVENOUS TOPICAL,27.3,35.1,0.83,0,0,10.9,NANOMOLAR,0.45,SOLUBILITY SOLUBLE IN WATER,318.437,2.4563,88.6362,23,290.213,1,4,3,1,4,4,126,46.53,0.631578947,138.2030945,0
315,DIPYRIDAMOLE,,0,ORAL INJECTION,92,4.6,13.6,99,0,3.92,MICROMOLAR,2,SOLUBILITY PRACTICALLY INSOLUBLE IN WATER (LOGP=3.71),504.636,-0.0176,140.0252,36,464.316,4,12,12,4,12,12,200,145.44,0.75,211.765225,0
316,POLYTHIAZIDE,,0,ORAL,0,0,0,0,0,0,NaN,0,SOLUBILITY INSOLUBLE IN WATER,439.89,1.655,88.5647,25,426.786,3,7,6,3,14,4,142,109.57,0.454545455,151.3444033,0
317,URACIL MUSTARD,,0,ORAL,0,0,0,0,0,0,NaN,0,NaN,252.101,0.3472,61.3364,15,241.013,2,5,3,2,7,5,84,68.96,0.5,96.01987786,0
318,METYRAPONE,,0,ORAL,0,0,1.9,0,0,32.3,MICROMOLAR,1,SOLUBILITY SPARINGLY SOLUBLE IN WATER,226.279,2.6371,65.8305,17,212.167,0,3,3,0,3,3,86,42.85,0.214285714,100.5490838,0
319,ETHIONAMIDE,,0,ORAL,93.5,33.7,1.92,30,0,13,MICROMOLAR,1.02,SOLUBILITY PRACTICALLY INSOLUBLE IN WATER,166.249,1.2782,49.5024,11,156.169,2,2,2,2,3,2,58,38.91,0.25,71.44454839,0
320,METHOXYFLURANE,,0,INHALATION,0,0,0,0,0,0,NaN,0,NaN,164.966,2.0293,27.45,8,160.934,0,1,1,0,5,2,50,9.23,1,55.52028375,0
321,CYCLOTHIAZIDE,,0,ORAL,0,0,0,0,0,0,NaN,0,NaN,389.886,1.2295,89.4014,24,373.758,4,7,5,4,10,2,130,118.36,0.428571429,144.9082766,0
322,TRIAMTERENE,,0,ORAL,845,245.7,4.3,58,0,183.3,NANOMOLAR,1.1,SOLUBILITY PRACTICALLY INSOLUBLE IN WATER,253.269,0.8334,73.8012,19,242.181,6,7,7,6,7,1,94,129.62,0,108.0684259,0
323,METAXALONE,,0,ORAL,800,66,9,0,0,8.2,MICROMOLAR,0,SOLUBILITY PRACTICALLY INSOLUBLE IN WATER,221.256,1.79064,59.6827,16,206.136,1,4,3,1,4,3,86,47.56,0.416666667,94.5536994,1
324,DIAZEPAM,,1709  491  1157,ORAL INJECTION RECTAL NASAL BUCCAL,58.5,1.5,46,98,90,0,NaN,1.25,SOLUBILITY INSOLUBLE IN WATER,284.746,3.1538,81.81,20,271.642,0,3,2,0,4,1,100,32.67,0.125,122.0623791,1
325,QUINETHAZONE,,0,ORAL,0,0,0,0,0,0,NaN,0,NaN,289.744,0.8788,67.9931,18,277.648,4,6,4,4,8,2,98,101.29,0.3,109.5505197,1
326,PHENAZOPYRIDINE,,0,ORAL,0,0,0,0,0,0,NaN,0,NaN,213.244,2.6614,63.6798,16,202.156,4,5,5,4,5,2,80,89.65,0,92.83470455,0
327,ACETOHEXAMIDE,,1757  1758,ORAL,0,0,0,0,0,0,NaN,0,NaN,324.402,2.2098,82.1727,22,304.242,2,6,4,2,7,4,120,92.34,0.466666667,129.8935955,2
328,METHYLDOPA,329,0,ORAL,44.8,13.6,1.8,15,0,0,NaN,0,SOLUBILITY SOLUBLE IN WATER,210.209,-0.8924,51.075,15,198.113,4,5,5,4,5,3,82,106.61,0.3,86.77528563,0
329,METHYLDOPATE,,328,INJECTION,0,0,0,0,0,0,NaN,0,NaN,239.271,0.9208,62.701,17,222.135,4,5,5,4,5,4,94,92.78,0.416666667,99.82448134,0
330,ANISOTROPINE,,0,ORAL,0,0,0,0,0,0,NaN,0,NaN,267.413,3.3712,76.993,19,238.181,0,3,3,0,3,6,110,29.54,0.9375,117.2366214,0
331,PARGYLINE,,0,ORAL,0,0,0,0,0,0,NaN,0,NaN,159.232,1.7516,51.609,12,146.128,0,1,1,0,1,3,62,3.24,0.272727273,74.01517275,0
332,ACETYLCYSTEINE,,0,INHALATION ORAL INTRAVENOUS,30.5,7.15,5.6,83,0,0,NaN,0,NaN,162.19,-1.8292,36.4647,10,154.126,1,4,4,1,5,3,58,69.23,0.6,64.02122628,1
333,DESIPRAMINE,,0,ORAL,975,42.9,22,84,0,0,NaN,0,NaN,266.388,3.5328,85.8417,20,244.212,1,2,2,1,2,4,104,15.27,0.333333333,120.9820147,0
334,OXANDROLONE,,0,ORAL,0,0,13.3,0,0,0,NaN,0,NaN,306.446,3.5431,84.0758,22,276.206,1,3,3,1,3,0,124,46.53,0.947368421,133.3541856,0
335,IDOXURIDINE,,0,OPHTHALMIC,0,0,0,0,0,0,NaN,0,NaN,354.1,-1.2181,65.6593,17,343.012,3,7,6,3,8,2,94,104.55,0.555555556,109.186445,0
336,ETHYLESTRENOL,,0,ORAL,0,0,0,0,0,0,NaN,0,NaN,288.475,5.0903,86.9438,21,256.219,1,1,1,1,1,1,118,20.23,0.9,129.7544573,0
337,VINCRISTINE,,0,INJECTION INTRAVENOUS,156,7.8,87,60,0,0,NaN,0,SOLUBILITY FREELY SOLUBLE IN WATER,824.972,3.5175,220.5683,60,768.524,3,14,12,3,14,8,320,171.17,0.565217391,349.3011178,1
338,PRALIDOXIME,,0,ORAL INJECTION INTRAMUSCULAR,107.2,24.7,3,0,0,29.1,MICROMOLAR,0.26,SOLUBILITY SOLUBLE IN WATER,137.162,0.3192,36.9985,10,128.09,1,3,2,1,3,1,52,36.47,0.142857143,59.23450155,0
339,NALIDIXIC ACID,,1756,ORAL,0,0,6,90,0,129.3,MICROMOLAR,1.5,NaN,231.231,0.08832,60.7445,17,220.143,0,5,5,0,5,2,88,75.02,0.25,97.33938151,0
340,NONOXYNOL-9,,0,VAGINAL,0,0,0,0,0,0,NaN,0,NaN,616.833,4.4836,167.2718,43,556.353,1,10,10,1,10,35,252,103.3,0.818181818,260.100981,0
341,NORTRIPTYLINE,,0,ORAL,1430,39,30,88,0,241,NANOMOLAR,4,NaN,263.384,3.8264,85.9147,20,242.216,1,1,1,1,1,3,102,12.03,0.263157895,120.8975201,0
342,MELPHALAN,2019,0,ORAL INJECTION INTRAVENOUS,32.5,27.3,1.5,72,74,695,NANOMOLAR,1,SOLUBILITY PRACTICALLY INSOLUBLE IN WATER,304.197,0.5903,76.7814,19,287.061,2,4,4,2,6,8,106,69.39,0.461538462,122.6480106,0
343,CHLORPHENTERMINE,,0,ORAL,0,0,0,0,0,0,NaN,0,NaN,183.682,2.6198,53.4224,12,169.57,2,1,1,2,2,2,66,26.02,0.4,78.5343285,0
344,PRILOCAINE,,0,INJECTION TOPICAL PERIODONTAL,156,142,1.6,40,0,0.48,MICROMOLAR,0,NaN,220.316,2.32162,67.5644,16,200.156,2,3,2,2,3,5,88,41.13,0.461538462,97.24724439,1
345,DOXAPRAM,,0,INJECTION,78,20,4.1,0,0,0,NaN,0,SOLUBILITY SPARINGLY SOLUBLE IN WATER,378.516,3.1733,111.284,28,348.276,0,4,3,0,4,6,148,32.78,0.458333333,167.6508751,1
346,MEFENAMIC ACID,,0,ORAL,68.9,21.2,3,90,0,62.2,MICROMOLAR,2,SOLUBILITY 0.004 PERCENT IN WATER,240.282,2.41054,69.9712,18,226.17,1,3,3,1,3,3,92,52.16,0.133333333,106.0889417,0
347,AMINOCAPROIC ACID,,0,ORAL INJECTION,23.1,10.1,2,8,100,1.25,MILLIMOLAR,1.2,SOLUBILITY SOLUBLE IN WATER,130.167,-0.7446,32.5294,9,118.071,2,3,3,2,3,5,54,66.15,0.833333333,54.85960815,0
348,TOLAZAMIDE,,0,ORAL,0,0,7,0,0,0,NaN,3.5,SOLUBILITY 27.8 MILLIGRAM / 100 MILLILITER,311.407,1.77392,80.0732,21,290.239,2,6,4,2,7,3,116,78.51,0.5,125.0971009,2
349,OXAZEPAM,491  1709,0,ORAL,38,4.3,8.2,96,0,1.57,MICROMOLAR,0,NaN,286.718,2.4479,78.1695,20,275.63,2,4,3,2,5,1,100,61.69,0.066666667,120.2816993,1
350,HALOPERIDOL,1361  1362,0,ORAL INJECTION,1105,30.4,35,92,60,15.3,NANOMOLAR,4,NaN,375.871,4.4256,100.9873,26,352.687,1,3,3,1,5,6,138,40.54,0.380952381,157.9515364,0
351,SULFAMETER,,0,ORAL,0,0,0,0,0,0,NaN,0,NaN,280.309,0.8682,70.2469,19,268.213,3,7,6,3,8,4,100,107.2,0.090909091,110.0568094,0
352,PROTRIPTYLINE,,0,ORAL,0,0,0,0,0,0,NaN,10,SOLUBILITY FREELY SOLUBLE IN WATER,263.384,4.3019,86.8157,20,242.216,1,1,1,1,1,4,102,12.03,0.263157895,120.8975201,0
353,AMANTADINE,,0,ORAL,357,18.2,17,67,0,1.45,MICROMOLAR,3.3,SOLUBILITY FREELY SOLUBLE IN WATER,151.253,1.9139,45.0904,11,134.117,2,1,1,2,1,0,62,26.02,1,68.34612729,0
354,ETHYNODIOL DIACETATE,,209,ORAL,0,0,0,0,0,0,NaN,0,NaN,384.516,4.4259,105.97,28,352.26,0,4,4,0,4,2,152,52.6,0.75,167.9693521,0
355,DIPHENIDOL,,0,ORAL,0,0,0,0,0,0,NaN,0,NaN,309.453,4.1886,95.4078,23,282.237,1,2,2,1,2,6,122,23.47,0.428571429,139.3212126,0
356,DROPERIDOL,,0,INJECTION,103,44,2.1,0,0,0,NaN,0,SOLUBILITY LOGP = 3.46,379.435,3.6784,107.8532,28,357.259,1,5,4,1,6,6,144,58.1,0.272727273,161.6463999,0
357,FENTANYL,,0,INJECTION TRANSDERMAL ORAL TRANSMUCOSAL IONTOPHORESIS BUCCAL SUBLINGUAL NASAL INTRAVENOUS,260,32.5,7,82,50,7.4,NANOMOLAR,0.33,SOLUBILITY SPARINGLY SOLUBLE IN WATER,336.479,4.1367,103.827,25,308.255,0,3,2,0,3,6,132,23.55,0.409090909,150.8132768,1
358,INDOMETHACIN,,0,ORAL RECTAL INJECTION,6.24,5.07,4.5,99,100,5.6,MICROMOLAR,2,SOLUBILITY PRACTICALLY INSOLUBLE IN WATER,356.785,2.59262,93.1185,25,341.665,0,5,5,0,6,4,128,71.36,0.157894737,148.9480937,0
359,ALLOPURINOL,,1755,ORAL INJECTION,37.7,42.9,1.5,3,90,22,MICROMOLAR,1.5,SOLUBILITY 8 MILLIGRAM / LITER IN WATER,136.114,-0.4022,33.6254,10,132.082,2,5,3,2,5,0,50,74.43,0,55.46560224,0
360,M MIDODRINE,636  1187,0,,0,0,3.5,0,93,0,NaN,1.5,SOLUBILITY SOLUBLE IN WATER,197.234,0.6959,53.5602,14,182.114,3,4,4,3,4,4,78,64.71,0.4,83.25238649,0
361,THIABENDAZOLE,,0,ORAL,0,0,0,0,0,0,NaN,1.5,SOLUBILITY PRACTICALLY INSOLUBLE IN WATER,201.254,2.6864,57.2017,14,194.198,1,3,3,1,4,1,68,41.57,0,84.45898151,0
362,CLOFIBRATE,,1754,ORAL,0,0,0,0,0,0,NaN,0,NaN,242.702,3.0605,62.792,16,227.582,0,3,3,0,4,4,88,35.53,0.416666667,100.3129346,0
363,TESTOLACTONE,,0,ORAL INJECTION,0,0,0,0,0,0,NaN,0,SOLUBILITY SLIGHTLY SOLUBLE IN WATER,300.398,3.5899,83.006,22,276.206,0,3,3,0,3,0,118,43.37,0.684210526,131.3422678,0
364,CLOMIPHENE,,0,ORAL,0,0,0,0,0,17,NANOMOLAR,0,SOLUBILITY SLIGHTLY SOLUBLE IN WATER,405.969,6.5626,124.378,29,377.745,0,2,2,0,3,9,150,12.47,0.230769231,178.9521705,0
365,PENTAZOCINE,,0,INJECTION ORAL,221,89.7,3.6,61,0,0,NaN,1.7,SOLUBILITY SOLUBLE IN ACIDIC AQUEOUS SOLUTION,285.431,3.8826,87.7358,21,258.215,1,2,2,1,2,2,114,23.47,0.578947368,128.0284527,0
366,ACETYLCHOLINE,,0,OPHTHALMIC,0,0,0,0,0,0,NaN,0,NaN,146.21,0.2557,39.5324,10,130.082,0,3,2,0,3,3,60,26.3,0.857142857,62.1737762,0
367,PIPOBROMAN,,0,ORAL,0,0,0,0,0,0,NaN,0,NaN,356.058,1.2272,69.982,16,339.93,0,4,2,0,6,4,92,40.62,0.8,112.5957057,2
368,DEFEROXAMINE,,0,INJECTION,0,0,6,10,2,15.5,MICROMOLAR,0.5,SOLUBILITY FREELY SOLUBLE IN WATER,560.693,0.9221,141.2673,39,512.309,7,14,9,7,14,23,226,205.84,0.8,230.2694051,5
369,FUROSEMIDE,,0,ORAL INJECTION SUBCUTANEOUS,7.8,6.2,2,95,60,0,NaN,1.5,SOLUBILITY PRACTICALLY INSOLUBLE IN WATER,329.741,0.556,73.1904,21,319.661,3,7,6,3,9,5,112,125.46,0.083333333,124.9222617,0
370,HYDROXYUREA,,0,ORAL,40,5.8,3.4,0,0,0,NaN,2.5,NaN,76.055,-0.9561,14.5056,5,72.023,4,4,2,4,4,0,30,75.35,0,28.53879826,2
371,ETHAMBUTOL,,0,ORAL,110.5,39,3.1,82,0,17.1,MICROMOLAR,3,NaN,204.314,-0.2926,58.335,14,180.122,4,4,4,4,4,9,86,64.52,1,86.71192193,0
372,AZATHIOPRINE,,139,ORAL INJECTION,0,0,0,30,0,0,NaN,1.5,SOLUBILITY INSOLUBLE IN WATER,277.269,1.1458,65.6691,19,270.213,1,9,8,1,10,3,96,115.42,0.111111111,109.818074,0
373,FLUMETHASONE PIVALATE,,0,TOPICAL,0,0,0,0,0,0,NaN,0,NaN,494.575,3.4407,123.5516,35,458.287,2,6,6,2,8,3,194,100.9,0.740740741,204.3428652,0
374,ACETAMINOPHEN,,0,RECTAL ORAL INJECTION INTRAVENOUS,58.5,17.5,2.1,20,0,27.8,NANOMOLAR,1,NaN,151.165,1.3506,42.4105,11,142.093,2,3,2,2,3,1,58,49.33,0.125,64.66690538,1
375,PROPRANOLOL,,0,ORAL INJECTION,260,46.8,4.5,90,0,0,NaN,2.5,SOLUBILITY READILY SOLUBLE IN WATER,259.349,2.5775,78.5885,19,238.181,2,3,3,2,3,6,102,41.49,0.375,113.7603615,0
376,THIOTHIXENE,,0,ORAL INJECTION,0,2892,0,0,0,129.7,NANOMOLAR,2,NaN,443.638,3.4707,123.5128,30,414.406,0,5,5,0,7,5,160,43.86,0.391304348,183.9649822,0
377,CARBAMAZEPINE,,1752,ORAL INTRAVENOUS,74.7,4.8,37.5,76,89,8,MICROMOLAR,19,SOLUBILITY PRACTICALLY INSOLUBLE IN WATER,236.274,3.3872,73.5344,18,224.178,2,3,1,2,3,0,88,46.33,0,105.149136,2
378,MEDRYSONE,,0,OPHTHALMIC,0,0,0,0,0,0,NaN,0,NaN,344.495,3.9403,96.8178,25,312.239,1,3,3,1,3,1,138,54.37,0.818181818,150.8073857,0
379,NALOXONE,,0,INJECTION ORAL SUBLINGUAL BUCCAL INTRAMUSCULAR SUBCUTANEOUS NASAL,110.5,89.7,6.25,45,0,0.85,NANOMOLAR,0.81,SOLUBILITY SOLUBLE IN WATER,327.38,1.3014,87.2706,24,306.212,2,5,5,2,5,2,126,70,0.526315789,140.0860915,0
380,NORGESTREL,619,0,ORAL,0,0,36.4,97,0,8.9,NANOMOLAR,0,SOLUBILITY INSOLUBLE IN WATER,312.453,3.8826,90.4928,23,284.229,1,2,2,1,2,1,124,37.3,0.761904762,139.2801469,0
381,FLURAZEPAM,,1751,ORAL,0,0,2.3,0,0,5.8,NANOMOLAR,0.66,SOLUBILITY VERY SOLUBLE IN WATER,387.886,4.0049,108.499,27,364.702,0,4,3,0,6,6,142,35.91,0.333333333,163.8124588,1
382,CYCLOTHIAZIDE,,0,ORAL,0,0,0,0,0,0,NaN,0,NaN,389.886,1.2295,89.4014,24,373.758,4,7,5,4,10,2,130,118.36,0.428571429,144.9082766,0
383,QUINESTROL,,18,ORAL,0,0,0,0,0,0,NaN,0,NaN,364.529,5.2284,107.7258,27,332.273,1,2,2,1,2,2,144,29.46,0.68,163.2489831,0
384,FLAVOXATE,,0,ORAL,0,0,0,0,0,0,NaN,1.86,NaN,391.467,4.41112,113.2305,29,366.267,0,5,5,0,5,5,150,59.75,0.333333333,169.4500497,0
385,PROCARBAZINE,,0,ORAL,0,0,0.16,0,100,0,NaN,1,SOLUBILITY SOLUBLE BUT UNSTABLE IN WATER,221.304,1.0488,64.9436,16,202.152,3,4,3,3,4,5,88,53.16,0.416666667,96.40230048,1
386,TRIMIPRAMINE,,0,ORAL,1040,62.4,23,95,0,0,NaN,0,SOLUBILITY VERY SLIGHTLY SOLUBLE IN WATER,294.442,4.121,95.016,22,268.234,0,2,2,0,2,4,116,6.48,0.4,133.9218704,0
387,CYTARABINE,,1750,INJECTION INTRAVENOUS,0.89,0.014,44.1,0,0,205.7,MICROMOLAR,1,NaN,243.219,-2.563,55.9188,17,230.115,5,8,8,5,8,2,94,130.83,0.555555556,95.89720927,0
388,DOXEPIN,,1747  1748,ORAL TOPICAL,11930,540,15.3,80,0,168,NANOMOLAR,3.5,SOLUBILITY READILY SOLUBLE IN WATER,279.383,3.9624,87.466,21,258.215,0,2,2,0,2,3,108,12.47,0.263157895,126.2210368,0
389,ESKETAMINE,,0,INJECTION NASAL,188,74,2.8,53,0,0,NaN,0,SOLUBILITY FREELY SOLUBLE IN WATER,237.73,2.8978,65.6647,16,221.602,1,2,2,1,3,2,86,29.1,0.461538462,100.9948173,0
390,BENZQUINAMIDE,,0,RECTAL INJECTION,0,0,1.3,0,39,0,NaN,0,NaN,404.507,2.423,109.153,29,372.251,0,7,6,0,7,6,160,68.31,0.636363636,172.4421619,1
391,PEMOLINE,,0,ORAL,0,0,12,50,0,0,NaN,3,SOLUBILITY RELATIVELY INSOLUBLE IN WATER,176.175,0.5992,46.8974,13,168.111,2,4,3,2,4,1,66,64.68,0.111111111,75.03067882,1
392,MITOTANE,,0,ORAL,0,0,2124,0,40,44.7,MICROMOLAR,0,NaN,320.046,5.929,80.241,18,309.966,0,0,0,0,4,3,94,0,0.142857143,126.4314465,0
393,FLUOCINONIDE,,0,TOPICAL,0,0,0,0,0,0,NaN,0,SOLUBILITY PRACTICALLY INSOLUBLE IN WATER,494.531,2.9376,118.4248,35,462.275,1,7,7,1,9,3,192,99.13,0.730769231,202.4049486,0
394,LEVODOPA,,413,ORAL ENTERAL INHALATION,110.5,89.7,1.7,20,44,16.5,MICROMOLAR,0.5,SOLUBILITY SLIGHTLY SOLUBLE IN WATER,196.182,-1.2825,46.458,14,186.102,4,5,5,4,5,3,76,106.61,0.222222222,80.41034352,0
395,TRETINOIN,,0,TOPICAL ORAL,0,0,1.25,95,0,1.31,MICROMOLAR,1.5,SOLUBILITY PRACTICALLY INSOLUBLE IN WATER,299.434,4.2679,91.133,22,272.218,0,2,2,0,2,5,120,40.13,0.45,134.1750607,0
396,FLOXURIDINE,,280,INJECTION,0,0,0,0,0,0,NaN,0,SOLUBILITY FREELY SOLUBLE IN WATER,246.194,-1.6836,52.9003,17,235.106,3,7,6,3,8,2,94,104.55,0.555555556,94.09014232,0
397,HALOPROGIN,,0,TOPICAL,0,0,0,0,0,0,NaN,0,NaN,361.393,4.4215,68.763,14,357.361,0,1,1,0,5,2,74,9.23,0.111111111,110.8106369,0
398,TAPENTADOL,,0,ORAL,540,91.8,4,20,32,0,NaN,1.25,SOLUBILITY LOGP = 2.87,221.344,3.0835,68.8568,16,198.16,1,2,2,1,2,5,90,23.47,0.571428571,98.90500746,0
399,CARBACHOL,,0,INTRAOCULAR,0,0,0,0,0,0,NaN,0,NaN,147.198,-0.2121,38.4348,10,132.078,2,4,2,2,4,3,60,52.32,0.833333333,61.14872478,1
400,MEGESTROL ACETATE,,0,ORAL,0,0,35,0,0,1.96,MICROMOLAR,5,SOLUBILITY 2 MICROGRAM / MILLILITER,384.516,4.5753,106.411,28,352.26,0,4,4,0,4,2,152,60.44,0.708333333,167.3285005,0
401,CROMOLYN,,0,INHALATION OPHTHALMIC ORAL NASAL,0,0,0,0,1,0,NaN,0,SOLUBILITY SOLUBLE IN WATER,466.354,-0.5549,110.6258,34,452.242,1,11,11,1,11,8,174,179.37,0.130434783,188.5420507,0
402,DIAZOXIDE,,0,INJECTION ORAL,13.6,0.23,48,94,0,0,NaN,1,SOLUBILITY SPARINGLY SOLUBLE IN WATER,230.676,1.8726,55.3695,14,223.62,1,4,3,1,6,0,74,58.53,0.125,86.66468298,0
403,FLUCYTOSINE,,280,ORAL,44.2,7.8,3.6,4,83,271.3,MICROMOLAR,2,NaN,129.094,-0.5088,29.2281,9,125.062,3,4,3,3,5,0,48,71.77,0,49.53764728,0
404,DESONIDE,,0,TOPICAL OTIC,0,0,0,0,0,0,NaN,0,SOLUBILITY PRACTICALLY INSOLUBLE IN WATER,416.514,2.3267,108.2496,30,384.258,2,6,6,2,6,2,164,93.06,0.75,176.86316,0
405,PANCURONIUM,,0,INJECTION,16.9,5.8,2.08,87,0,0,NaN,0,NaN,572.875,6.1105,160.7158,41,512.395,0,6,4,0,6,4,232,52.6,0.942857143,249.602041,0
406,PENTAGASTRIN,,0,INJECTION,0,0,0,0,0,0,NaN,0,NaN,766.898,0.1855,200.5426,54,718.514,8,16,10,8,17,20,292,253.74,0.432432432,317.0237362,6
407,ENFLURANE,,0,INHALATION,0,0,0,0,0,15,MICROMOLAR,0,NaN,184.491,2.3528,22.785,10,182.475,0,1,1,0,7,3,62,9.23,1,57.71362373,0
408,MOLINDONE,,0,ORAL,0,0,2,0,0,0,NaN,1.5,SOLUBILITY FREELY SOLUBLE IN WATER,276.38,1.96282,78.3082,20,252.188,1,4,3,1,4,3,110,45.33,0.6875,120.0431076,0
409,MAZINDOL,,0,ORAL,0,0,0,0,0,0,NaN,0,NaN,284.746,2.6092,79.0028,20,271.642,1,3,3,1,4,1,100,35.83,0.1875,121.6892596,0
410,TRIMETHOPRIM,,0,ORAL INJECTION OPHTHALMIC,97.5,8.1,9,44,0,3.44,MICROMOLAR,2.5,NaN,290.323,1.2576,79.7608,21,272.179,4,7,7,4,7,5,112,105.51,0.285714286,122.4079788,0
411,METOLAZONE,,0,ORAL,104,5.4,14,95,0,0,NaN,0,SOLUBILITY SPARINGLY SOLUBLE IN WATER,365.842,2.71412,93.8984,24,349.714,3,6,4,3,8,2,126,92.5,0.1875,144.8175854,1
412,DYDROGESTERONE,,0,ORAL,0,0,0,0,0,0,NaN,0,NaN,312.453,4.4995,90.787,23,284.229,0,2,2,0,2,1,124,34.14,0.714285714,138.9586068,0
413,DOPAMINE,394,0,INJECTION,0,0,0.03,0,0,0,NaN,0,SOLUBILITY FREELY SOLUBLE IN WATER,153.181,0.599,42.53,11,142.093,4,3,3,4,3,2,60,66.48,0.25,65.08964555,0
414,CLONIDINE,,0,ORAL TRANSDERMAL INJECTION,136,13.1,14,40,0,19.1,NANOMOLAR,4,SOLUBILITY SOLUBLE IN WATER,230.098,2.1737,59.5624,14,221.026,2,3,1,2,5,1,74,36.42,0.222222222,92.12197762,0
415,PRAZEPAM,,1709,ORAL,0,0,0,0,0,0,NaN,0,NaN,324.811,3.934,93.477,23,307.675,0,3,2,0,4,3,116,32.67,0.263157895,140.1513743,1
416,CARMUSTINE,,0,INJECTION INTRACRANIAL INTRAVENOUS,78,304,0.37,77,0,0,NaN,0,NaN,214.052,1.157,47.3397,12,204.98,1,5,3,1,7,5,70,61.77,0.8,79.9416379,2
417,PILOCARPINE,,0,OPHTHALMIC ORAL,0,0,1.35,0,0,197,NANOMOLAR,0.85,SOLUBILITY SOLUBLE IN WATER,208.261,1.1618,55.142,15,192.133,0,4,4,0,4,3,82,44.12,0.636363636,89.2589561,0
418,DINOPROST,,0,INJECTION,0,0,0,0,0,1.2,NANOMOLAR,0.6,SOLUBILITY IN WATER 1.3 MILLIGRAM / MILLILITER,353.479,1.7082,95.5144,25,320.215,3,5,5,3,5,12,144,100.82,0.75,150.6265711,0
419,PRAZOSIN,,0,ORAL,47,18.3,2.5,94,90,0,NaN,3,SOLUBILITY SLIGHTLY SOLUBLE IN WATER,383.408,1.7846,103.8789,28,362.24,2,9,8,2,9,4,146,106.95,0.315789474,161.2007213,1
420,DANTROLENE,,0,ORAL INJECTION INTRAVENOUS,24,1.6,6,0,0,0,NaN,0,NaN,314.257,1.7405,78.6371,23,304.177,1,9,6,1,9,4,116,118.05,0.071428571,128.8879382,3
421,DISOPYRAMIDE,,0,ORAL,33.8,3.5,6.7,65,0,14.1,MICROMOLAR,2,SOLUBILITY FREELY SOLUBLE IN WATER,339.483,3.3619,102.2484,25,310.251,2,4,3,2,4,8,134,59.22,0.428571429,150.6188129,1
